id,lat,lng,category,source
potential-map2-0715,50.38520,-4.17069,undifferentiated,1940s-map
potential-map2-0716,50.38517,-4.15873,undifferentiated,1940s-map
potential-map2-0717,50.38522,-4.14423,undifferentiated,1940s-map
potential-map2-0718,50.38523,-4.12203,undifferentiated,1940s-map
potential-map2-0719,50.38528,-4.12104,undifferentiated,1940s-map
potential-map2-0720,50.38528,-4.10642,undifferentiated,1940s-map
potential-map2-0721,50.38526,-4.09559,undifferentiated,1940s-map
potential-map2-0722,50.38443,-4.17844,undifferentiated,1940s-map
potential-map2-0723,50.38495,-4.17891,undifferentiated,1940s-map
potential-map2-0724,50.38512,-4.17915,undifferentiated,1940s-map
potential-map2-0725,50.38473,-4.17873,undifferentiated,1940s-map
potential-map2-0726,50.38469,-4.16946,undifferentiated,1940s-map
potential-map2-0727,50.38502,-4.16923,undifferentiated,1940s-map
potential-map2-0728,50.38502,-4.15147,undifferentiated,1940s-map
potential-map2-0729,50.38502,-4.12270,undifferentiated,1940s-map
potential-map2-0730,50.38489,-4.18590,undifferentiated,1940s-map
potential-map2-0731,50.38493,-4.18101,undifferentiated,1940s-map
potential-map2-0732,50.38492,-4.17370,undifferentiated,1940s-map
potential-map2-0733,50.38486,-4.16734,undifferentiated,1940s-map
potential-map2-0734,50.38482,-4.17712,undifferentiated,1940s-map
potential-map2-0735,50.38484,-4.17019,undifferentiated,1940s-map
potential-map2-0736,50.38491,-4.11480,undifferentiated,1940s-map
potential-map2-0737,50.38471,-4.17456,undifferentiated,1940s-map
potential-map2-0738,50.38456,-4.17206,undifferentiated,1940s-map
potential-map2-0739,50.38405,-4.17311,undifferentiated,1940s-map
potential-map2-0740,50.38472,-4.17098,undifferentiated,1940s-map
potential-map2-0741,50.38463,-4.17157,undifferentiated,1940s-map
potential-map2-0742,50.38471,-4.17273,undifferentiated,1940s-map
potential-map2-0743,50.38401,-4.17253,undifferentiated,1940s-map
potential-map2-0744,50.38418,-4.17371,undifferentiated,1940s-map
potential-map2-0745,50.38430,-4.17260,undifferentiated,1940s-map
potential-map2-0746,50.38454,-4.17246,undifferentiated,1940s-map
potential-map2-0747,50.38474,-4.16645,undifferentiated,1940s-map
potential-map2-0748,50.38482,-4.10505,undifferentiated,1940s-map
potential-map2-0749,50.38440,-4.16385,undifferentiated,1940s-map
potential-map2-0750,50.38428,-4.16308,undifferentiated,1940s-map
potential-map2-0751,50.38468,-4.16547,undifferentiated,1940s-map
potential-map2-0752,50.38396,-4.16369,undifferentiated,1940s-map
potential-map2-0753,50.38462,-4.16489,undifferentiated,1940s-map
potential-map2-0754,50.38428,-4.16359,undifferentiated,1940s-map
potential-map2-0755,50.38447,-4.16259,undifferentiated,1940s-map
potential-map2-0756,50.38441,-4.16434,undifferentiated,1940s-map
potential-map2-0757,50.38457,-4.17936,undifferentiated,1940s-map
potential-map2-0758,50.38461,-4.13399,undifferentiated,1940s-map
potential-map2-0759,50.38463,-4.12160,undifferentiated,1940s-map
potential-map2-0760,50.38463,-4.11870,undifferentiated,1940s-map
potential-map2-0761,50.38465,-4.10393,undifferentiated,1940s-map
potential-map2-0762,50.38443,-4.18541,undifferentiated,1940s-map
potential-map2-0763,50.38448,-4.15114,undifferentiated,1940s-map
potential-map2-0764,50.38452,-4.10619,undifferentiated,1940s-map
potential-map2-0765,50.38455,-4.08937,undifferentiated,1940s-map
potential-map2-0766,50.38458,-4.08867,undifferentiated,1940s-map
potential-map2-0767,50.38453,-4.08833,undifferentiated,1940s-map
potential-map2-0768,50.38438,-4.16819,undifferentiated,1940s-map
potential-map2-0769,50.38439,-4.12242,undifferentiated,1940s-map
potential-map2-0770,50.38439,-4.11954,undifferentiated,1940s-map
potential-map2-0771,50.38424,-4.17522,undifferentiated,1940s-map
potential-map2-0772,50.38373,-4.15810,undifferentiated,1940s-map
potential-map2-0773,50.38407,-4.15802,undifferentiated,1940s-map
potential-map2-0774,50.38347,-4.15878,undifferentiated,1940s-map
potential-map2-0775,50.38430,-4.15848,undifferentiated,1940s-map
potential-map2-0776,50.38358,-4.15844,undifferentiated,1940s-map
potential-map2-0777,50.38433,-4.14951,undifferentiated,1940s-map
potential-map2-0778,50.38436,-4.12720,undifferentiated,1940s-map
potential-map2-0779,50.38417,-4.17444,undifferentiated,1940s-map
potential-map2-0780,50.38422,-4.12017,undifferentiated,1940s-map
potential-map2-0781,50.38390,-4.17958,undifferentiated,1940s-map
potential-map2-0782,50.38412,-4.17909,undifferentiated,1940s-map
potential-map2-0783,50.38409,-4.17600,undifferentiated,1940s-map
potential-map2-0784,50.38412,-4.17182,undifferentiated,1940s-map
potential-map2-0785,50.38405,-4.17084,undifferentiated,1940s-map
potential-map2-0786,50.38412,-4.16224,undifferentiated,1940s-map
potential-map2-0787,50.38432,-4.07927,undifferentiated,1940s-map
potential-map2-0788,50.38401,-4.16775,undifferentiated,1940s-map
potential-map2-0789,50.38373,-4.17628,undifferentiated,1940s-map
potential-map2-0790,50.38359,-4.17675,undifferentiated,1940s-map
potential-map2-0791,50.38395,-4.17668,undifferentiated,1940s-map
potential-map2-0792,50.38393,-4.15918,undifferentiated,1940s-map
potential-map2-0793,50.38394,-4.12664,undifferentiated,1940s-map
potential-map2-0794,50.38405,-4.08962,undifferentiated,1940s-map
potential-map2-0795,50.38381,-4.17844,undifferentiated,1940s-map
potential-map2-0796,50.38379,-4.16923,undifferentiated,1940s-map
potential-map2-0797,50.38383,-4.16469,undifferentiated,1940s-map
potential-map2-0798,50.38387,-4.13340,undifferentiated,1940s-map
potential-map2-0799,50.38377,-4.17543,undifferentiated,1940s-map
potential-map2-0800,50.38373,-4.17354,undifferentiated,1940s-map
potential-map2-0801,50.38373,-4.16298,undifferentiated,1940s-map
potential-map2-0802,50.38376,-4.14983,undifferentiated,1940s-map
potential-map2-0803,50.38368,-4.14885,undifferentiated,1940s-map
potential-map2-0804,50.38376,-4.13812,undifferentiated,1940s-map
potential-map2-0805,50.38364,-4.18300,undifferentiated,1940s-map
potential-map2-0806,50.38363,-4.18207,undifferentiated,1940s-map
potential-map2-0807,50.38367,-4.16578,undifferentiated,1940s-map
potential-map2-0808,50.38367,-4.16059,undifferentiated,1940s-map
potential-map2-0809,50.38366,-4.15310,undifferentiated,1940s-map
potential-map2-0810,50.38375,-4.13251,undifferentiated,1940s-map
potential-map2-0811,50.38358,-4.16395,undifferentiated,1940s-map
potential-map2-0812,50.38356,-4.15192,undifferentiated,1940s-map
potential-map2-0813,50.38346,-4.17495,undifferentiated,1940s-map
potential-map2-0814,50.38347,-4.17239,undifferentiated,1940s-map
potential-map2-0815,50.38352,-4.15393,undifferentiated,1940s-map
potential-map2-0816,50.38298,-4.18231,undifferentiated,1940s-map
potential-map2-0817,50.38334,-4.18253,undifferentiated,1940s-map
potential-map2-0818,50.38336,-4.16487,undifferentiated,1940s-map
potential-map2-0819,50.38343,-4.14196,undifferentiated,1940s-map
potential-map2-0820,50.38332,-4.17588,undifferentiated,1940s-map
potential-map2-0821,50.38328,-4.16336,undifferentiated,1940s-map
potential-map2-0822,50.38334,-4.12603,undifferentiated,1940s-map
potential-map2-0823,50.38333,-4.12464,undifferentiated,1940s-map
potential-map2-0824,50.38322,-4.16997,undifferentiated,1940s-map
potential-map2-0825,50.38309,-4.18333,undifferentiated,1940s-map
potential-map2-0826,50.38285,-4.17647,undifferentiated,1940s-map
potential-map2-0827,50.38314,-4.17664,undifferentiated,1940s-map
potential-map2-0828,50.38318,-4.13811,undifferentiated,1940s-map
potential-map2-0829,50.38300,-4.17941,undifferentiated,1940s-map
potential-map2-0830,50.38296,-4.18398,undifferentiated,1940s-map
potential-map2-0831,50.38299,-4.17746,undifferentiated,1940s-map
potential-map2-0832,50.38297,-4.17241,undifferentiated,1940s-map
potential-map2-0833,50.38297,-4.16607,undifferentiated,1940s-map
potential-map2-0834,50.38293,-4.14757,undifferentiated,1940s-map
potential-map2-0835,50.38293,-4.13971,undifferentiated,1940s-map
potential-map2-0836,50.38301,-4.10908,undifferentiated,1940s-map
potential-map2-0837,50.38284,-4.17389,undifferentiated,1940s-map
potential-map2-0838,50.38274,-4.18503,undifferentiated,1940s-map
potential-map2-0839,50.38265,-4.18435,undifferentiated,1940s-map
potential-map2-0840,50.38278,-4.15068,undifferentiated,1940s-map
potential-map2-0841,50.38229,-4.18184,undifferentiated,1940s-map
potential-map2-0842,50.38261,-4.18209,undifferentiated,1940s-map
potential-map2-0843,50.38268,-4.14840,undifferentiated,1940s-map
potential-map2-0844,50.38276,-4.12588,undifferentiated,1940s-map
potential-map2-0845,50.38261,-4.17890,undifferentiated,1940s-map
potential-map2-0846,50.38258,-4.16902,undifferentiated,1940s-map
potential-map2-0847,50.38264,-4.14096,undifferentiated,1940s-map
potential-map2-0848,50.38265,-4.10049,undifferentiated,1940s-map
potential-map2-0849,50.38249,-4.18272,undifferentiated,1940s-map
potential-map2-0850,50.38253,-4.14671,undifferentiated,1940s-map
potential-map2-0851,50.38241,-4.18380,undifferentiated,1940s-map
potential-map2-0852,50.38241,-4.17585,undifferentiated,1940s-map
potential-map2-0853,50.38238,-4.16781,undifferentiated,1940s-map
potential-map2-0854,50.38238,-4.16286,undifferentiated,1940s-map
potential-map2-0855,50.38231,-4.18483,undifferentiated,1940s-map
potential-map2-0856,50.38226,-4.18027,undifferentiated,1940s-map
potential-map2-0857,50.38230,-4.17851,undifferentiated,1940s-map
potential-map2-0858,50.38231,-4.17710,undifferentiated,1940s-map
potential-map2-0859,50.38208,-4.17681,undifferentiated,1940s-map
potential-map2-0860,50.38231,-4.15574,undifferentiated,1940s-map
potential-map2-0861,50.38234,-4.15055,undifferentiated,1940s-map
potential-map2-0862,50.38174,-4.14495,undifferentiated,1940s-map
potential-map2-0863,50.38202,-4.14433,undifferentiated,1940s-map
potential-map2-0864,50.38234,-4.14433,undifferentiated,1940s-map
potential-map2-0865,50.38186,-4.14465,undifferentiated,1940s-map
potential-map2-0866,50.38220,-4.17494,undifferentiated,1940s-map
potential-map2-0867,50.38223,-4.14864,undifferentiated,1940s-map
potential-map2-0868,50.38224,-4.12568,undifferentiated,1940s-map
potential-map2-0869,50.38226,-4.10818,undifferentiated,1940s-map
potential-map2-0870,50.38201,-4.18397,undifferentiated,1940s-map
potential-map2-0871,50.38169,-4.18315,undifferentiated,1940s-map
potential-map2-0872,50.38168,-4.18264,undifferentiated,1940s-map
potential-map2-0873,50.38199,-4.18299,undifferentiated,1940s-map
potential-map2-0874,50.38134,-4.18267,undifferentiated,1940s-map
potential-map2-0875,50.38200,-4.18081,undifferentiated,1940s-map
potential-map2-0876,50.38207,-4.17899,undifferentiated,1940s-map
potential-map2-0877,50.38202,-4.17154,undifferentiated,1940s-map
potential-map2-0878,50.38207,-4.17063,undifferentiated,1940s-map
potential-map2-0879,50.38204,-4.13956,undifferentiated,1940s-map
potential-map2-0880,50.38187,-4.18455,undifferentiated,1940s-map
potential-map2-0881,50.38199,-4.16709,undifferentiated,1940s-map
potential-map2-0882,50.38202,-4.10476,undifferentiated,1940s-map
potential-map2-0883,50.38201,-4.10330,undifferentiated,1940s-map
potential-map2-0884,50.38190,-4.16331,undifferentiated,1940s-map
potential-map2-0885,50.38188,-4.13211,undifferentiated,1940s-map
potential-map2-0886,50.38192,-4.13018,undifferentiated,1940s-map
potential-map2-0887,50.38170,-4.12964,undifferentiated,1940s-map
potential-map2-0888,50.38199,-4.08693,undifferentiated,1940s-map
potential-map2-0889,50.38177,-4.18004,undifferentiated,1940s-map
potential-map2-0890,50.38180,-4.16892,undifferentiated,1940s-map
potential-map2-0891,50.38180,-4.16432,undifferentiated,1940s-map
potential-map2-0892,50.38189,-4.10762,undifferentiated,1940s-map
potential-map2-0893,50.38173,-4.18188,undifferentiated,1940s-map
potential-map2-0894,50.38165,-4.17882,undifferentiated,1940s-map
potential-map2-0895,50.38165,-4.17822,undifferentiated,1940s-map
potential-map2-0896,50.38171,-4.14589,undifferentiated,1940s-map
potential-map2-0897,50.38168,-4.12045,undifferentiated,1940s-map
potential-map2-0898,50.38187,-4.11324,undifferentiated,1940s-map
potential-map2-0899,50.38150,-4.14797,undifferentiated,1940s-map
potential-map2-0900,50.38162,-4.14660,undifferentiated,1940s-map
potential-map2-0901,50.38161,-4.14715,undifferentiated,1940s-map
potential-map2-0902,50.38146,-4.14735,undifferentiated,1940s-map
potential-map2-0903,50.38158,-4.13820,undifferentiated,1940s-map
potential-map2-0904,50.38139,-4.13767,undifferentiated,1940s-map
potential-map2-0905,50.38168,-4.13605,undifferentiated,1940s-map
potential-map2-0906,50.38165,-4.12657,undifferentiated,1940s-map
potential-map2-0907,50.38148,-4.18117,undifferentiated,1940s-map
potential-map2-0908,50.38151,-4.16704,undifferentiated,1940s-map
potential-map2-0909,50.38155,-4.15386,undifferentiated,1940s-map
potential-map2-0910,50.38162,-4.10361,undifferentiated,1940s-map
potential-map2-0911,50.38144,-4.18375,undifferentiated,1940s-map
potential-map2-0912,50.38140,-4.14875,undifferentiated,1940s-map
potential-map2-0913,50.38140,-4.13912,undifferentiated,1940s-map
potential-map2-0914,50.38146,-4.13682,undifferentiated,1940s-map
potential-map2-0915,50.38146,-4.13528,undifferentiated,1940s-map
potential-map2-0916,50.38130,-4.18199,undifferentiated,1940s-map
potential-map2-0917,50.38126,-4.18021,undifferentiated,1940s-map
potential-map2-0918,50.38114,-4.17962,undifferentiated,1940s-map
potential-map2-0919,50.38132,-4.14959,undifferentiated,1940s-map
potential-map2-0920,50.38122,-4.15044,undifferentiated,1940s-map
potential-map2-0921,50.38136,-4.12513,undifferentiated,1940s-map
potential-map2-0922,50.38117,-4.12513,undifferentiated,1940s-map
potential-map2-0923,50.38052,-4.17331,undifferentiated,1940s-map
potential-map2-0924,50.38046,-4.17576,undifferentiated,1940s-map
potential-map2-0925,50.38115,-4.17378,undifferentiated,1940s-map
potential-map2-0926,50.38075,-4.17521,undifferentiated,1940s-map
potential-map2-0927,50.38011,-4.17566,undifferentiated,1940s-map
potential-map2-0928,50.38026,-4.17396,undifferentiated,1940s-map
potential-map2-0929,50.38107,-4.17554,undifferentiated,1940s-map
potential-map2-0930,50.38105,-4.17455,undifferentiated,1940s-map
potential-map2-0931,50.38030,-4.17506,undifferentiated,1940s-map
potential-map2-0932,50.38071,-4.17404,undifferentiated,1940s-map
potential-map2-0933,50.38024,-4.17341,undifferentiated,1940s-map
potential-map2-0934,50.37976,-4.17555,undifferentiated,1940s-map
potential-map2-0935,50.38017,-4.17447,undifferentiated,1940s-map
potential-map2-0936,50.38055,-4.17466,undifferentiated,1940s-map
potential-map2-0937,50.38118,-4.16743,undifferentiated,1940s-map
potential-map2-0938,50.38125,-4.11658,undifferentiated,1940s-map
potential-map2-0939,50.38111,-4.12662,undifferentiated,1940s-map
potential-map2-0940,50.38090,-4.18392,undifferentiated,1940s-map
potential-map2-0941,50.38099,-4.18093,undifferentiated,1940s-map
potential-map2-0942,50.38088,-4.18146,undifferentiated,1940s-map
potential-map2-0943,50.38094,-4.17864,undifferentiated,1940s-map
potential-map2-0944,50.38099,-4.17744,undifferentiated,1940s-map
potential-map2-0945,50.38097,-4.13767,undifferentiated,1940s-map
potential-map2-0946,50.38081,-4.18222,undifferentiated,1940s-map
potential-map2-0947,50.38079,-4.16116,undifferentiated,1940s-map
potential-map2-0948,50.38081,-4.13645,undifferentiated,1940s-map
potential-map2-0949,50.38086,-4.13324,undifferentiated,1940s-map
potential-map2-0950,50.38083,-4.13404,undifferentiated,1940s-map
potential-map2-0951,50.38093,-4.10382,undifferentiated,1940s-map
potential-map2-0952,50.38028,-4.18048,undifferentiated,1940s-map
potential-map2-0953,50.38021,-4.17884,undifferentiated,1940s-map
potential-map2-0954,50.38064,-4.17921,undifferentiated,1940s-map
potential-map2-0955,50.38065,-4.17971,undifferentiated,1940s-map
potential-map2-0956,50.38059,-4.18022,undifferentiated,1940s-map
potential-map2-0957,50.37988,-4.17870,undifferentiated,1940s-map
potential-map2-0958,50.38003,-4.18020,undifferentiated,1940s-map
potential-map2-0959,50.38054,-4.18072,undifferentiated,1940s-map
potential-map2-0960,50.38049,-4.17887,undifferentiated,1940s-map
potential-map2-0961,50.38062,-4.17248,undifferentiated,1940s-map
potential-map2-0962,50.38068,-4.16946,undifferentiated,1940s-map
potential-map2-0963,50.38079,-4.13485,undifferentiated,1940s-map
potential-map2-0964,50.38081,-4.10753,undifferentiated,1940s-map
potential-map2-0965,50.38063,-4.17657,undifferentiated,1940s-map
potential-map2-0966,50.38061,-4.16617,undifferentiated,1940s-map
potential-map2-0967,50.38059,-4.14220,undifferentiated,1940s-map
potential-map2-0968,50.38066,-4.12498,undifferentiated,1940s-map
potential-map2-0969,50.38068,-4.11975,undifferentiated,1940s-map
potential-map2-0970,50.38050,-4.18285,undifferentiated,1940s-map
potential-map2-0971,50.38049,-4.16040,undifferentiated,1940s-map
potential-map2-0972,50.38061,-4.13833,undifferentiated,1940s-map
potential-map2-0973,50.38058,-4.13799,undifferentiated,1940s-map
potential-map2-0974,50.38040,-4.18155,undifferentiated,1940s-map
potential-map2-0975,50.38017,-4.18117,undifferentiated,1940s-map
potential-map2-0976,50.38040,-4.17071,undifferentiated,1940s-map
potential-map2-0977,50.38047,-4.13686,undifferentiated,1940s-map
potential-map2-0978,50.38051,-4.12674,undifferentiated,1940s-map
potential-map2-0979,50.38051,-4.09527,undifferentiated,1940s-map
potential-map2-0980,50.38034,-4.18368,undifferentiated,1940s-map
potential-map2-0981,50.38038,-4.12140,undifferentiated,1940s-map
potential-map2-0982,50.38038,-4.11658,undifferentiated,1940s-map
potential-map2-0983,50.38047,-4.10414,undifferentiated,1940s-map
potential-map2-0984,50.38024,-4.16871,undifferentiated,1940s-map
potential-map2-0985,50.38024,-4.16689,undifferentiated,1940s-map
potential-map2-0986,50.38030,-4.16556,undifferentiated,1940s-map
potential-map2-0987,50.38030,-4.16460,undifferentiated,1940s-map
potential-map2-0988,50.38020,-4.17957,undifferentiated,1940s-map
potential-map2-0989,50.38022,-4.13335,undifferentiated,1940s-map
potential-map2-0990,50.38008,-4.15971,undifferentiated,1940s-map
potential-map2-0991,50.37995,-4.09579,undifferentiated,1940s-map
potential-map2-0992,50.38020,-4.09563,undifferentiated,1940s-map
potential-map2-0993,50.37981,-4.09610,undifferentiated,1940s-map
potential-map2-0994,50.37994,-4.18295,undifferentiated,1940s-map
potential-map2-0995,50.37996,-4.18217,undifferentiated,1940s-map
potential-map2-0996,50.37981,-4.13668,undifferentiated,1940s-map
potential-map2-0997,50.37979,-4.13598,undifferentiated,1940s-map
potential-map2-0998,50.37955,-4.13664,undifferentiated,1940s-map
potential-map2-0999,50.38000,-4.13620,undifferentiated,1940s-map
potential-map2-1000,50.38002,-4.13527,undifferentiated,1940s-map
potential-map2-1001,50.38004,-4.12681,undifferentiated,1940s-map
potential-map2-1002,50.38002,-4.12467,undifferentiated,1940s-map
potential-map2-1003,50.37990,-4.14964,undifferentiated,1940s-map
potential-map2-1004,50.37994,-4.12101,undifferentiated,1940s-map
potential-map2-1005,50.38002,-4.11274,undifferentiated,1940s-map
potential-map2-1006,50.37977,-4.18130,undifferentiated,1940s-map
potential-map2-1007,50.37951,-4.18074,undifferentiated,1940s-map
potential-map2-1008,50.37953,-4.18195,undifferentiated,1940s-map
potential-map2-1009,50.37980,-4.18071,undifferentiated,1940s-map
potential-map2-1010,50.37979,-4.17480,undifferentiated,1940s-map
potential-map2-1011,50.37974,-4.17413,undifferentiated,1940s-map
potential-map2-1012,50.37982,-4.17299,undifferentiated,1940s-map
potential-map2-1013,50.37981,-4.16523,undifferentiated,1940s-map
potential-map2-1014,50.37984,-4.15254,undifferentiated,1940s-map
potential-map2-1015,50.37893,-4.15356,undifferentiated,1940s-map
potential-map2-1016,50.37963,-4.15307,undifferentiated,1940s-map
potential-map2-1017,50.37928,-4.15315,undifferentiated,1940s-map
potential-map2-1018,50.37895,-4.15317,undifferentiated,1940s-map
potential-map2-1019,50.37983,-4.13107,undifferentiated,1940s-map
potential-map2-1020,50.37987,-4.11781,undifferentiated,1940s-map
potential-map2-1021,50.37988,-4.11559,undifferentiated,1940s-map
potential-map2-1022,50.37972,-4.16743,undifferentiated,1940s-map
potential-map2-1023,50.37977,-4.14800,undifferentiated,1940s-map
potential-map2-1024,50.37946,-4.13227,undifferentiated,1940s-map
potential-map2-1025,50.37979,-4.13220,undifferentiated,1940s-map
potential-map2-1026,50.37981,-4.11132,undifferentiated,1940s-map
potential-map2-1027,50.37980,-4.10463,undifferentiated,1940s-map
potential-map2-1028,50.37982,-4.10270,undifferentiated,1940s-map
potential-map2-1029,50.37945,-4.17903,undifferentiated,1940s-map
potential-map2-1030,50.37949,-4.17346,undifferentiated,1940s-map
potential-map2-1031,50.37951,-4.17220,undifferentiated,1940s-map
potential-map2-1032,50.37959,-4.15991,undifferentiated,1940s-map
potential-map2-1033,50.37936,-4.12190,undifferentiated,1940s-map
potential-map2-1034,50.37961,-4.12238,undifferentiated,1940s-map
potential-map2-1035,50.37920,-4.18344,undifferentiated,1940s-map
potential-map2-1036,50.37946,-4.18309,undifferentiated,1940s-map
potential-map2-1037,50.37948,-4.12027,undifferentiated,1940s-map
potential-map2-1038,50.37947,-4.09645,undifferentiated,1940s-map
potential-map2-1039,50.37940,-4.17461,undifferentiated,1940s-map
potential-map2-1040,50.37931,-4.16905,undifferentiated,1940s-map
potential-map2-1041,50.37935,-4.15183,undifferentiated,1940s-map
potential-map2-1042,50.37933,-4.10478,undifferentiated,1940s-map
potential-map2-1043,50.37949,-4.10539,undifferentiated,1940s-map
potential-map2-1044,50.37930,-4.18133,undifferentiated,1940s-map
potential-map2-1045,50.37928,-4.16258,undifferentiated,1940s-map
potential-map2-1046,50.37932,-4.11940,undifferentiated,1940s-map
potential-map2-1047,50.37936,-4.11839,undifferentiated,1940s-map
potential-map2-1048,50.37914,-4.16777,undifferentiated,1940s-map
potential-map2-1049,50.37916,-4.16098,undifferentiated,1940s-map
potential-map2-1050,50.37922,-4.13954,undifferentiated,1940s-map
potential-map2-1051,50.37902,-4.12411,undifferentiated,1940s-map
potential-map2-1052,50.37926,-4.12458,undifferentiated,1940s-map
potential-map2-1053,50.37922,-4.12393,undifferentiated,1940s-map
potential-map2-1054,50.37882,-4.12426,undifferentiated,1940s-map
potential-map2-1055,50.37903,-4.18276,undifferentiated,1940s-map
potential-map2-1056,50.37875,-4.18319,undifferentiated,1940s-map
potential-map2-1057,50.37911,-4.17966,undifferentiated,1940s-map
potential-map2-1058,50.37911,-4.17139,undifferentiated,1940s-map
potential-map2-1059,50.37907,-4.15873,undifferentiated,1940s-map
potential-map2-1060,50.37917,-4.13496,undifferentiated,1940s-map
potential-map2-1061,50.37894,-4.13533,undifferentiated,1940s-map
potential-map2-1062,50.37914,-4.12703,undifferentiated,1940s-map
potential-map2-1063,50.37896,-4.17880,undifferentiated,1940s-map
potential-map2-1064,50.37899,-4.17446,undifferentiated,1940s-map
potential-map2-1065,50.37903,-4.14773,undifferentiated,1940s-map
potential-map2-1066,50.37902,-4.13622,undifferentiated,1940s-map
potential-map2-1067,50.37891,-4.13307,undifferentiated,1940s-map
potential-map2-1068,50.37894,-4.13000,undifferentiated,1940s-map
potential-map2-1069,50.37896,-4.10999,undifferentiated,1940s-map
potential-map2-1070,50.37881,-4.18018,undifferentiated,1940s-map
potential-map2-1071,50.37881,-4.17729,undifferentiated,1940s-map
potential-map2-1072,50.37878,-4.16660,undifferentiated,1940s-map
potential-map2-1073,50.37875,-4.14972,undifferentiated,1940s-map
potential-map2-1074,50.37890,-4.14946,undifferentiated,1940s-map
potential-map2-1075,50.37877,-4.16802,undifferentiated,1940s-map
potential-map2-1076,50.37877,-4.16865,undifferentiated,1940s-map
potential-map2-1077,50.37870,-4.16315,undifferentiated,1940s-map
potential-map2-1078,50.37872,-4.16153,undifferentiated,1940s-map
potential-map2-1079,50.37878,-4.13864,undifferentiated,1940s-map
potential-map2-1080,50.37859,-4.13843,undifferentiated,1940s-map
potential-map2-1081,50.37844,-4.12749,undifferentiated,1940s-map
potential-map2-1082,50.37877,-4.12736,undifferentiated,1940s-map
potential-map2-1083,50.37855,-4.15928,undifferentiated,1940s-map
potential-map2-1084,50.37861,-4.13191,undifferentiated,1940s-map
potential-map2-1085,50.37823,-4.13176,undifferentiated,1940s-map
potential-map2-1086,50.37838,-4.13135,undifferentiated,1940s-map
potential-map2-1087,50.37864,-4.12950,undifferentiated,1940s-map
potential-map2-1088,50.37861,-4.12572,undifferentiated,1940s-map
potential-map2-1089,50.37860,-4.12630,undifferentiated,1940s-map
potential-map2-1090,50.37862,-4.12355,undifferentiated,1940s-map
potential-map2-1091,50.37843,-4.18079,undifferentiated,1940s-map
potential-map2-1092,50.37848,-4.16226,undifferentiated,1940s-map
potential-map2-1093,50.37854,-4.12840,undifferentiated,1940s-map
potential-map2-1094,50.37829,-4.12877,undifferentiated,1940s-map
potential-map2-1095,50.37853,-4.11911,undifferentiated,1940s-map
potential-map2-1096,50.37836,-4.17677,undifferentiated,1940s-map
potential-map2-1097,50.37837,-4.17414,undifferentiated,1940s-map
potential-map2-1098,50.37837,-4.16499,undifferentiated,1940s-map
potential-map2-1099,50.37838,-4.16095,undifferentiated,1940s-map
potential-map2-1100,50.37841,-4.14910,undifferentiated,1940s-map
potential-map2-1101,50.37832,-4.14873,undifferentiated,1940s-map
potential-map2-1102,50.37841,-4.14716,undifferentiated,1940s-map
potential-map2-1103,50.37840,-4.14499,undifferentiated,1940s-map
potential-map2-1104,50.37846,-4.12463,undifferentiated,1940s-map
potential-map2-1105,50.37825,-4.18240,undifferentiated,1940s-map
potential-map2-1106,50.37826,-4.18296,undifferentiated,1940s-map
potential-map2-1107,50.37828,-4.16007,undifferentiated,1940s-map
potential-map2-1108,50.37834,-4.13978,undifferentiated,1940s-map
potential-map2-1109,50.37822,-4.17610,undifferentiated,1940s-map
potential-map2-1110,50.37829,-4.12678,undifferentiated,1940s-map
potential-map2-1111,50.37825,-4.12401,undifferentiated,1940s-map
potential-map2-1112,50.37826,-4.11581,undifferentiated,1940s-map
potential-map2-1113,50.37811,-4.17954,undifferentiated,1940s-map
potential-map2-1114,50.37780,-4.14091,undifferentiated,1940s-map
potential-map2-1115,50.37813,-4.14170,undifferentiated,1940s-map
potential-map2-1116,50.37781,-4.14151,undifferentiated,1940s-map
potential-map2-1117,50.37816,-4.13903,undifferentiated,1940s-map
potential-map2-1118,50.37809,-4.13238,undifferentiated,1940s-map
potential-map2-1119,50.37783,-4.12503,undifferentiated,1940s-map
potential-map2-1120,50.37746,-4.12496,undifferentiated,1940s-map
potential-map2-1121,50.37820,-4.12510,undifferentiated,1940s-map
potential-map2-1122,50.37800,-4.12534,undifferentiated,1940s-map
potential-map2-1123,50.37778,-4.12551,undifferentiated,1940s-map
potential-map2-1124,50.37805,-4.10392,undifferentiated,1940s-map
potential-map2-1125,50.37789,-4.10536,undifferentiated,1940s-map
potential-map2-1126,50.37810,-4.10485,undifferentiated,1940s-map
potential-map2-1127,50.37799,-4.18178,undifferentiated,1940s-map
potential-map2-1128,50.37797,-4.16357,undifferentiated,1940s-map
potential-map2-1129,50.37807,-4.16261,undifferentiated,1940s-map
potential-map2-1130,50.37802,-4.15874,undifferentiated,1940s-map
potential-map2-1131,50.37808,-4.12616,undifferentiated,1940s-map
potential-map2-1132,50.37794,-4.15405,undifferentiated,1940s-map
potential-map2-1133,50.37791,-4.14853,undifferentiated,1940s-map
potential-map2-1134,50.37798,-4.13802,undifferentiated,1940s-map
potential-map2-1135,50.37794,-4.13632,undifferentiated,1940s-map
potential-map2-1136,50.37800,-4.09795,undifferentiated,1940s-map
potential-map2-1137,50.37708,-4.18055,undifferentiated,1940s-map
